WindowGainTransformed,HDDAirToHeatTransformed,HeatLossThroughDoorsWindowsWallsRoofFloorTransformed,WindowGainNTransformed,WindowGainSTransformed,WindowGainETransformed,WindowGainWTransformed,LightingWattHoursTransformed,OccupancyHoursTransformed,PlugLoadWattHoursTransformed,RefrigeratorWattHoursTransformed,DishwasherWattHoursTransformed,ClotheswasherWattHoursTransformed,DryerWattHoursTransformed,StoveWattsHoursTransformed,Location_HDD,Location_Humidity,Location_Solar,RoofInsulationRTransformed,FloorInsulationRTransformed,ExposedAreaNTransformed,ExposedAreaSTransformed,ExposedAreaETransformed,ExposedAreaWTransformed,WallInsulationRTransformed,WindowAreaNTransformed,WindowAreaSTransformed,WindowAreaETransformed,WindowAreaWTransformed,DoorAreaNTransformed,DoorAreaSTransformed,DoorAreaETransformed,DoorAreaWTransformed,ExteriorDoorInsulationRTransformed,GlazingUTransformed,GlazingSHGCNorthTransformed,GlazingSHGCSouthTransformed,GlazingSHGCEastTransformed,GlaszingSHGCWestTransformed,VolumeTransformed,NorthWallSunExposureTransformed,SouthWallSunExposureTransformed,EastWallSunExposureTransformed,WestWallSunExposureTransformed,LightingHours,OccupancyHours,PlugLoadHours,DishwasherHours,ClotheswasherHours,StoveHours,DHWhours,NumberOfPeople,Gas,Name,CeilingBoundaryCondition,ClothesWasherWatts,DHWEff,DHWPeakFlow,DHWtype,DimX,DimZ,DishwasherWatts,DryerWatts,EastWallSunExposure,ExhaustFanEfficiency,ExhaustFanFlowRate,ExteriorDoorInsulationR,FloorBoundaryCondition,FloorInsulationR,FractionExE,FractionExN,FractionExS,FractionExW,FractionOpE,FractionOpN,FractionOpS,FractionOpW,FractionWinE,FractionWinN,FractionWinS,FractionWinW,GasStoveWatts,GlazingSHGCEast,GlazingSHGCNorth,GlazingSHGCSouth,GlazingSHGCWest,GlazingU,HeatingCOP,HeatingEff,HVACFanEfficiency,HVACtype,InfiltrationACH,InfiltrationCalcMethod,InfiltrationPerFloorArea,LightingWatts,NorthAxis,NorthWallSunExposure,OAflowperM2,PlugWattsPerM2,RefrigeratorWatts,RoofInsulationR,RoofMembraneSolarAbs,SouthWallSunExposure,SpaceType,StoveType,StoveWatts,VerticalOrigin,WallInsideLayer,WallInsulationR,WestWallSunExposure,Scored Labels,DeltaPercent
696.072,10870.08,25879.98816,626.4648,0,69.6072,0,208721.76,16753.5,191154.4128,1051200,255500,83600,522500,281880,804,67.3,4462,1000,4,2.6,13,7.8,0,1,0.468,1.17,0.078,0,0.312,0.13,0.702,0,1,0.5,0.3,0.8,0.2,0,135.2,1,0,1,1,2573,7446,1314,730,209,365,156.6,2.25,0.000135565,USA_TX_San.Antonio.Intl.AP.722530_TMY3,Adiabatic,400,0.8,0.000123,Electricity,5.2,5,350,2500,SunExposed,0,0,1,Outdoors,4,0.3,0.1,0.5,0,0.1,0.3,0.1,0.4,0.1,0.6,0.9,0,3600,0.2,0.3,0.8,0.5,0.5,0,0.8,0.3,accool-gasheat,0.1,AirChanges/Hour,0,3,60,SunExposed,0.0001,5.38,120,9,0.9,NoSun,MF_2bedroom_senior,stoveelectric,1800,10,G01a 19mm gypsum board,1,SunExposed,0.245603606,181070.3656
52245.27,199237.5,31592.84349,52245.27,0,0,0,144731.25,11169,332606.25,1401600,83400,62400,624000,0.31968,506,76.7,3949,9,7,21,0,13.125,0,6,18.9,0,7.35,0,2.1,0,3.15,0,1.7,1.5,0.7,0,0.6,0,196.875,1,1,0,0,2573,7446,1314,417,156,256,126.2,1.5,10.666713,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3,Outdoors,400,0.8,0.000111,Electricity,7.5,3.5,200,4000,NoSun,0,0,1.7,Ground,7,0.5,0.8,0,0,0.8,1,0.1,0,0.7,0.9,0,1,3600,0.6,0.7,0.6,0.7,1.5,0,0.9,0.6,accool-gasheat,2,AirChanges/Hour,0,1,60,SunExposed,0.0004,4.5,160,9,0.9,SunExposed,MF_1bedroom_senior,stovegas,2000,10,8IN Concrete HW,6,NoSun,10.84896374,1.708593242
0,101185.2,60935.976,0,0,0,0,1042065,16753.5,572614.92,2102400,292000,62700,627000,0.26866,694,70.9,4366,1000,1000,4.05,28.35,28.35,20.25,10,2.268,9.9225,0,3.0375,0.567,4.2525,14.175,7.0875,1.4,4,0.5,0.6,0,0.5,364.5,0,0,0,0,2573,7446,1314,730,209,365,156.6,2.25,19.52565,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3,Adiabatic,300,0.7,0.000101,Gas,9,4.5,400,3000,NoSun,0,0,1.4,Adiabatic,1.5,0.7,0.1,0.7,0.5,0.5,0.7,0.5,0.5,0,0.8,0.7,0.3,3800,0.15,0.5,0.6,0.5,4,0,0.95,0.95,accool-gasheat,0.4,AirChanges/Hour,0,5,89,NoSun,0.001,5.38,240,4,1,NoSun,MF_2bedroom_senior,stovegas,1400,52,G01a 19mm gypsum board,10,NoSun,18.33862114,6.079330831
21125.8112,1026168,132964.8729,13000.4992,3250.1248,4875.1872,0,1511874,23216,730103.66,1752000,146000,125400,1045000,0.34485,1265,64,4883,1000,1000,41.6,20.8,20.8,0,4,3.328,1.664,4.992,0,29.952,2.496,1.248,0,1.4,6,0.8,0.4,0.2,0,540.8,1,1,1,0,1278,5804,803,730,209,365,256.5,4,61.50304,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3,Adiabatic,600,0.75,0.000121,Gas,13,3.2,200,5000,SunExposed,0,0,1.4,Adiabatic,1.5,0.5,1,0.5,0,0.3,0.8,0.2,0.3,0.8,0.1,0.4,0.5,3800,0.2,0.8,0.4,0.6,6,0,0.9,0.4,accool-gasheat,1.5,AirChanges/Hour,0,7,89,SunExposed,0.0002,5.38,200,9,0,SunExposed,MF_3bedroom,stovegas,1800,26,12IN Concrete HW,4,NoSun,62.83634186,2.167863341
9283.932,62868.15,1423757.714,0,0,0,9283.932,510589.375,38766,326118.375,2452800,146000,125400,522500,359100,774,73.1,3878,1000,0.1,85.5,42.75,42.75,34.2,0.5,69.255,0,2.565,11.97,7.695,0,1.71,11.97,0.9,6,0.15,0,0.7,0.2,812.25,0,1,0,1,2263,6461,803,730,209,365,256.5,6,87.440006,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3,Adiabatic,600,0.9,4.10E-05,Gas,9.5,9,200,2500,NoSun,0,0,0.9,Outdoors,0.1,0.5,1,0.5,0.4,0.1,0.9,0,0.7,0.6,0.9,0.2,0.5,3000,0.7,0.15,0.8,0.2,6,0,0.7,0.95,accool-gasheat,0.1,AirChanges/Hour,0,2.5,0,NoSun,0.0008,4.5,280,7,0.9,SunExposed,MF_3bedroom_affordable,stoveelectric,1400,52,G01a 19mm gypsum board,0.5,SunExposed,84.36738586,3.513975211
7165.0656,32384,96168.86893,7165.0656,0,0,0,257300,16753.5,591300,1401600,255500,62700,836000,0.3838,506,76.7,3949,1,1.5,9.6,22.4,6.4,3.2,7,6.048,10.08,0,1.6,2.592,10.08,1.92,0,1.7,0.5,0.3,0.4,0,0.7,320,1,0,0,0,2573,7446,1314,730,209,365,156.6,2.25,16.497729,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3,Outdoors,300,0.95,0.000101,Gas,10,3.2,350,4000,NoSun,0,0,1.7,Outdoors,1.5,0.2,0.3,0.7,0.1,0.3,0.9,0.9,0.5,0,0.7,0.5,1,4000,0.6,0.3,0.4,0.7,0.5,0,1,0.5,accool-gasheat,0.2,AirChanges/Hour,0,1,30,SunExposed,0.0008,4.5,160,1,0.9,NoSun,MF_2bedroom_senior,stovegas,1000,10,G01a 19mm gypsum board,7,NoSun,17.12820625,3.821600252
6510.9504,2321952,210636.3994,0,6104.016,406.9344,0,5997654,29020,1559570.54,1401600,146000,41800,522500,307800,804,67.3,4462,1000,2,0,76,45.6,0,2,0,2.28,0.456,0,0,20.52,4.104,0,1.4,1,0,0.6,0.2,0,1444,1,1,1,0,1278,5804,803,730,209,365,256.5,5,199.719571,USA_TX_San.Antonio.Intl.AP.722530_TMY3,Adiabatic,200,0.85,4.10E-05,Electricity,19,4,200,2500,SunExposed,0,0,1.4,Outdoors,2,0.6,0,1,0,0.1,0.9,0.3,0.8,0.1,0.3,0.1,0.1,3200,0.2,0.8,0.6,0.4,1,0,0.7,0.9,accool-gasheat,2,AirChanges/Hour,0,13,0,SunExposed,0.0006,5.38,160,2,0.3,SunExposed,MF_4bedroom,stoveelectric,1200,26,12IN Concrete HW,2,NoSun,200.7942963,0.538117151
2590.9389,82996.65,70520.02941,0,0,0,2590.9389,937858.5,11169,1556597.25,1401600,83400,46800,780000,201920,506,76.7,3949,10,1000,24.3,72.9,12.15,36.45,2,0,6.561,3.2805,4.374,0,59.049,0.3645,10.206,1.7,0.5,0,0.1,0.6,0.15,1640.25,1,0,0,1,2573,7446,1314,417,156,256,126.2,1.5,4.916537561,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3,Outdoors,300,0.75,6.10E-05,Electricity,13.5,9,200,5000,NoSun,0,0,1.7,Adiabatic,7,0.1,0.2,0.6,0.3,0.3,0,0.9,0.4,0.9,0,0.1,0.3,3200,0.6,0.8,0.1,0.15,0.5,0,1,0.7,accool-gasheat,0.1,AirChanges/Hour,0,2,75,SunExposed,0.0008,6.5,160,10,0.6,NoSun,MF_1bedroom_senior,stoveelectric,1600,10,8IN Concrete HW,2,SunExposed,3.849842548,21.69606149
0,274824,155065.2605,0,0,0,0,244404,25844,187902,1051200,182500,41800,940500,391400,694,70.9,4366,1000,7,26.4,29.7,9.9,19.8,0.5,0,0,3.465,12.672,0,17.82,3.465,3.168,1.7,2,0,0,0.1,0.6,198,0,1,0,0,2263,6461,803,730,209,365,195.7,4,30.767988,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3,Adiabatic,200,0.9,0.000121,Gas,6,5.5,250,4500,NoSun,0,0,1.7,Outdoors,7,0.3,0.8,0.9,0.6,0.7,0,0.6,0.8,0.5,0.1,0,0.8,4000,0.1,0.6,0.6,0.6,2,3,0.8,0.95,accool-gasheat,2,AirChanges/Hour,0,3,75,NoSun,0.0004,6.5,120,7,0.5,SunExposed,MF_2bedroom_affordable,stoveelectric,2000,10,12IN Concrete HW,0.5,NoSun,32.74728775,6.432984017
7701.624,612108,1393021.784,7701.624,0,0,0,5547388,11169,1674036,700800,41700,31200,312000,176680,694,70.9,4366,4,1000,44.1,12.6,25.2,63,0.1,17.64,8.064,4.536,18.9,0,2.016,0.504,18.9,0.1,6,0.1,0.8,0.1,0.2,882,1,0,0,0,2573,7446,1314,417,156,256,126.2,1.5,72.4287915,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3,Outdoors,200,1,0.000121,Electricity,14,4.5,100,2000,NoSun,0,0,0.1,Adiabatic,0.1,0.4,0.7,0.2,1,0.2,0.4,0.8,0.6,0.9,1,0.8,0.5,3200,0.1,0.1,0.8,0.2,6,0,0.9,0.95,accool-gasheat,1,AirChanges/Hour,0,11,15,SunExposed,0.0001,6.5,80,4,0.2,NoSun,MF_1bedroom_senior,stoveelectric,1400,10,12IN Concrete HW,0.1,NoSun,73.9916153,2.157738329
60410.448,1909980,2509573.338,60410.448,0,0,0,2562070.5,11608,787345.515,1401600,125100,78000,390000,0.2268,1310,41,6659,0.1,1000,37.8,5.4,10.8,48.6,9,15.12,1.512,0.216,0,22.68,0.648,0.864,0,1.7,4,0.6,0.7,0.1,0,729,1,0,0,1,1278,5804,803,417,156,256,134.9,2,110.327559,USA_TX_El.Paso.Intl.AP.722700_TMY3,Outdoors,500,0.7,8.10E-05,Gas,13.5,4,300,2500,NoSun,0,0,1.7,Adiabatic,3,0.2,0.7,0.1,0.9,0.1,1,0.4,0,0.2,0.4,0.7,0,4000,0.1,0.6,0.7,0.1,4,0,0.95,0.3,accool-gasheat,2,AirChanges/Hour,0,11,75,SunExposed,0.0006,5.38,160,0.1,0.9,NoSun,MF_1bedroom,stovegas,2000,10,8IN Concrete HW,9,SunExposed,108.7153397,1.461302465
37255.3368,4021435,1280128.135,0,0,27393.63,9861.7068,4801446,29020,1508435.5,700800,219000,41800,627000,513000,1265,64,4883,5,1,93.5,65.45,28.05,84.15,5,52.36,2.618,14.025,3.366,13.09,10.472,0,30.294,0.1,1,0.3,0.15,0.4,0.6,1589.5,0,0,1,1,1278,5804,803,730,209,365,256.5,5,294.16664,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3,Outdoors,200,0.85,0.000123,Gas,17,5.5,300,3000,SunExposed,0,0,0.1,Ground,1,0.3,1,0.7,0.9,0.5,0.7,0.2,0.4,1,0.8,0.2,0.1,3800,0.4,0.3,0.15,0.6,1,0,0.9,0.6,accool-gasheat,2,AirChanges/Hour,0,13,75,NoSun,0.0008,6.5,80,5,0.4,NoSun,MF_4bedroom,stoveelectric,2000,52,G01a 19mm gypsum board,5,SunExposed,286.4278564,2.630748189
35914.158,119466.9,54556.551,0,0,35914.158,0,709183.125,16753.5,651908.25,700800,255500,125400,627000,156600,774,73.1,3878,3,1000,0,33.075,29.4,3.675,10,0,33.075,18.522,0.294,0,0,2.058,0.0735,2,0.5,0,0.1,0.5,0.15,385.875,0,0,1,0,2573,7446,1314,730,209,365,156.6,2.25,3.689629467,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3,Outdoors,600,0.95,8.10E-05,Electricity,10.5,3.5,350,3000,SunExposed,0,0,2,Adiabatic,10,0.8,0,0.9,0.1,0.7,0.9,1,0.1,0.9,0.9,1,0.8,3400,0.5,0.3,0.1,0.15,0.5,0,0.9,0.5,accool-gasheat,0.4,AirChanges/Hour,0,2.5,0,NoSun,0.0003,4.5,80,3,0.1,NoSun,MF_2bedroom_senior,stoveelectric,1000,52,8IN Concrete HW,10,NoSun,4.051272392,9.801605525
1135.726592,6697.2672,34054.47992,361.367552,0,774.35904,0,487017.44,11169,191154.4128,1752000,125100,31200,390000,176680,774,73.1,3878,1000,1000,13.312,6.656,8.32,0,1.5,0.93184,2.9952,0.4992,0,8.38656,2.9952,1.1648,0,1.7,4,0.1,0.7,0.4,0,86.528,1,0,1,0,2573,7446,1314,417,156,256,126.2,1.5,6.304437,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3,Adiabatic,200,0.9,0.000121,Gas,5.2,3.2,300,2500,SunExposed,0,0,1.7,Adiabatic,1.5,0.5,0.8,0.4,0,0.2,0.7,0.9,0.4,0.3,0.1,0.5,1,4000,0.4,0.1,0.7,0.4,4,0,0.9,0.8,accool-gasheat,0.1,AirChanges/Hour,0,7,45,SunExposed,0.0004,5.38,200,0.5,0.7,NoSun,MF_1bedroom_senior,stoveelectric,1400,0,8IN Concrete HW,1.5,NoSun,6.338145256,0.534675119
17990.784,12864,25538.63435,16866.36,0,0,1124.424,1811392,11169,378432,700800,62550,93600,624000,0.30492,804,67.3,4462,1000,1000,10,14,14,18,4,5.4,0,2.52,2.52,0.6,0,1.68,1.08,1.7,1.5,0.7,0,0.6,0.1,160,1,1,0,1,2573,7446,1314,417,156,256,126.2,1.5,11.889822,USA_TX_San.Antonio.Intl.AP.722530_TMY3,Adiabatic,600,0.7,0.000121,Gas,8,2.5,150,4000,NoSun,0,0,1.7,Adiabatic,9,0.7,0.5,0.7,0.9,0.3,0.6,0,0.2,0.6,0.9,0.6,0.7,3600,0.6,0.7,0.8,0.1,1.5,0,0.9,0.3,accool-gasheat,0.1,AirChanges/Hour,0,11,15,SunExposed,0.0002,4.5,80,0.1,0.9,SunExposed,MF_1bedroom_senior,stovegas,1400,52,G01a 19mm gypsum board,4,SunExposed,11.80290794,0.730995437
9228.87,1581250,242267.8304,0,9228.87,0,0,2595937.5,17412,675021.875,700800,182500,83600,522500,195700,1265,64,4883,1000,1000,45,30,50,10,8,3.6,2.7,25,4.8,14.4,24.3,0,3.2,1.4,4,0.8,0.7,0.1,0.8,625,0,1,0,0,1278,5804,803,730,209,365,195.7,3,101.513385,USA_TX_Dallas-Fort.Worth.Intl.AP.722590_TMY3,Adiabatic,400,0.95,6.10E-05,Gas,12.5,4,250,2500,NoSun,0,0,1.4,Adiabatic,6,1,0.9,0.6,0.2,0.5,0.4,0.9,0.8,1,0.2,0.1,0.6,4000,0.1,0.8,0.7,0.8,4,0,1,0.5,accool-gasheat,2,AirChanges/Hour,0,13,30,NoSun,0.0008,5.38,80,7,0.9,SunExposed,MF_2bedroom,stoveelectric,1000,26,12IN Concrete HW,8,NoSun,100.6239014,0.876223005
3110.775,375801,741731.3371,0,0,0,3110.775,1393279.5,16753.5,2134593,350400,219000,41800,940500,187920,694,70.9,4366,2,10,95,66.5,19,28.5,7,0,66.5,9.12,1.425,28.5,0,6.08,1.425,0.1,6,0,0.7,0.8,0.5,1805,1,0,0,1,2573,7446,1314,730,209,365,156.6,2.25,105.241431,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3,Outdoors,200,0.8,8.10E-05,Gas,19,5,300,4500,NoSun,0,0,0.1,Outdoors,10,0.2,1,0.7,0.3,0.8,0.3,1,0.1,0.6,0,1,0.5,4000,0.8,0.3,0.7,0.5,6,0,0.8,0.7,accool-gasheat,0.3,AirChanges/Hour,0,1.5,0,SunExposed,0.0008,4.5,40,2,0.4,NoSun,MF_2bedroom_senior,stoveelectric,1200,0,G01a 19mm gypsum board,7,SunExposed,101.0653915,3.968056515
223.7424,256760,16747.11706,223.7424,0,0,0,688842,11608,255755.5,2102400,62550,62400,390000,161880,1310,41,6659,1000,10,8.4,2.8,8.4,5.6,10,0.084,0,0,0,0.756,0,3.36,3.92,1.7,7,0.4,0,0,0,196,1,0,1,1,1278,5804,803,417,156,256,134.9,2,5.187827494,USA_TX_El.Paso.Intl.AP.722700_TMY3,Adiabatic,400,0.7,6.10E-05,Electricity,7,4,150,2500,SunExposed,0,0,1.7,Outdoors,10,0.3,0.3,0.1,0.2,0.4,0.1,0,0.7,0,0.1,0.5,0,3400,0.7,0.4,0.6,0.6,7,0,0.8,0.95,accool-gasheat,1,AirChanges/Hour,0,11,0,SunExposed,0.0001,6.5,240,0.5,0.2,NoSun,MF_1bedroom,stoveelectric,1200,10,G01a 19mm gypsum board,10,SunExposed,6.240147114,20.28439884
0,9675,15614.06786,0,0,0,0,141437.5,38766,90337.5,700800,219000,62700,627000,0.25856,774,73.1,3878,1000,1000,7.5,17.5,2.5,2.5,7,0.75,9.45,1.225,0,0.75,6.3,0.525,1.25,2,1,0.8,0.4,0.3,0,125,0,0,0,1,2263,6461,803,730,209,365,256.5,6,15.57933,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3,Adiabatic,300,0.8,0.000101,Gas,5,5,300,3000,NoSun,0,0,2,Adiabatic,7,0.1,0.3,0.7,0.1,0.7,0.2,0.9,0.5,0.7,0.5,0.6,0,3200,0.3,0.8,0.4,0.15,1,0,0.9,0.95,accool-gasheat,0.1,AirChanges/Hour,0,2.5,30,NoSun,0.0003,4.5,80,2,0.2,NoSun,MF_3bedroom_affordable,stovegas,1000,10,12IN Concrete HW,7,SunExposed,15.31252193,1.712577277
3227.3472,119701.12,252127.0452,0,0,0,3227.3472,242067.84,11169,185431.68,2803200,41700,62400,468000,0.30996,694,70.9,4366,0.1,1000,9.24,6.16,15.4,12.32,5,4.62,3.3264,6.16,1.232,0,0.3696,6.16,11.088,1.7,2,0.2,0.15,0.2,0.6,172.48,0,0,0,1,2573,7446,1314,417,156,256,126.2,1.5,12.274023,USA_TX_Austin-Mueller.Muni.AP.722540_TMY3,Outdoors,400,0.7,0.000123,Electricity,5.6,5.5,100,3000,NoSun,0,0,1.7,Adiabatic,8,0.5,0.3,0.2,0.4,0.8,0.5,0.6,1,0.5,1,0.9,0.1,3600,0.2,0.2,0.15,0.6,2,0,1,0.8,accool-gasheat,1,AirChanges/Hour,0,3,0,NoSun,0.0004,4.5,320,0.1,0.1,NoSun,MF_1bedroom_senior,stovegas,1200,0,12IN Concrete HW,5,SunExposed,11.92994976,2.803263767
0,51814.4,29302.89371,0,0,0,0,1063296,11608,231264,2102400,125100,46800,468000,0.24752,506,76.7,3949,1000,1000,32,28.8,25.6,0,7,5.76,7.776,6.144,0,0.64,0.864,1.536,0,0.5,2,0.6,0.8,0.4,0,256,0,0,0,0,1278,5804,803,417,156,256,134.9,2,11.064745,USA_TX_Corpus.Christi.Intl.AP.722510_TMY3,Adiabatic,300,0.85,9.10E-05,Gas,8,4,300,3000,NoSun,0,0,0.5,Adiabatic,2,0.8,1,0.9,0,0.3,0.2,0.3,0.4,0.8,0.9,0.9,0.4,3200,0.4,0.6,0.8,0.3,2,0,0.8,0.3,accool-gasheat,0.4,AirChanges/Hour,0,13,75,NoSun,0.0003,4.5,240,0.1,0.2,NoSun,MF_1bedroom,stovegas,1000,0,G01a 19mm gypsum board,7,NoSun,11.20157528,1.23663292
12850.56,868320,83927.952,12850.56,0,0,0,1629360,16152.5,622100.16,1401600,62550,62400,780000,0.18225,804,67.3,4462,1000,1000,60,60,6,0,2,4.8,0,5.4,0,1.2,60,0.6,0,2,1,0.6,0,0.8,0,720,1,1,0,0,2263,6461,803,417,156,256,165.3,2.5,64.265303,USA_TX_San.Antonio.Intl.AP.722530_TMY3,Adiabatic,400,0.75,8.10E-05,Electricity,12,5,150,5000,NoSun,0,0,2,Adiabatic,6,0.1,1,1,0,1,0.1,1,0.4,0.9,0.8,0,1,3000,0.8,0.6,0.6,0.7,1,0,0.7,0.6,accool-gasheat,1.5,AirChanges/Hour,0,5,0,SunExposed,0.0006,5.38,160,6,0.2,SunExposed,MF_1bedroom_affordable,stovegas,1200,10,12IN Concrete HW,2,NoSun,67.54642487,5.105588416
3909.024,696600,282610.62,0,3909.024,0,0,3163050,11608,1174387.5,700800,41700,46800,468000,0.39729,774,73.1,3878,1000,1000,12,42,0,60,2,0,5.04,0,18,6,20.16,0,0,0.1,2,0,0.2,0,0.7,900,1,1,1,0,1278,5804,803,417,156,256,134.9,2,45.124617,USA_TX_Houston-Bush.Intercontinental.AP.722430_TMY3,Adiabatic,300,0.95,0.000123,Electricity,15,4,100,3000,SunExposed,0,0,0.1,Adiabatic,6,0,0.2,0.7,1,0.7,0.5,0.6,0.3,0.4,0,0.2,1,3400,0.15,0.7,0.2,0.7,2,0,1,0.7,accool-gasheat,1,AirChanges/Hour,0,11,15,SunExposed,0.0006,6.5,80,7,0.6,SunExposed,MF_1bedroom,stovegas,1600,26,12IN Concrete HW,2,NoSun,46.94720459,4.03900955
